acqMode,acqName,acqfromDt,acqtoDt,afterAcqSharesNo,afterAcqSharesPer,befAcqSharesNo,befAcqSharesPer,company,date,intimDt,personCategory,secAcq,secType,secVal,securitiesTypePost,symbol,tdpTransactionType
Market Purchase,Mr. RAMAKANT K KADAM,2026-03-27,2026-03-27,25877,0.04,25794,0.04,Patel Integrated Logistics Limited,2026-03-31,2026-03-29,Director,83,Equity Shares,740,Equity Shares,PATINTLOG,Buy
Market Purchase,Mr. RAMAKANT K KADAM,2026-03-27,2026-03-27,25794,0.04,25500,0.04,Patel Integrated Logistics Limited,2026-03-31,2026-03-29,Director,294,Equity Shares,2614,Equity Shares,PATINTLOG,Buy
Market Purchase,Mr. RAMAKANT K KADAM,2026-03-27,2026-03-27,25500,0.04,25000,0.04,Patel Integrated Logistics Limited,2026-03-31,2026-03-29,Director,500,Equity Shares,4442,Equity Shares,PATINTLOG,Buy
Market Purchase,Shri Ashok Sarin Anant Raj LLP,2026-03-30,2026-03-30,1645363,0.46,1584863,0.44,Anant Raj Limited,2026-03-31,2026-03-31,Promoter Group,60500,Equity Shares,24864351,Equity Shares,ANANTRAJ,Buy
Market Purchase,Chilakapati Sanjna Chowdary,2026-03-30,2026-03-30,1200,0.01,600,0,Innomet Advanced Materials Limited,2026-03-31,2026-03-31,Promoter Group,600,Equity Shares,46200,Equity Shares,INNOMET,Buy
Market Purchase,Saritha Devi Chilakapati,2026-03-27,2026-03-30,3371028,26.05,3344028,25.84,Innomet Advanced Materials Limited,2026-03-31,2026-03-31,Promoters,27000,Equity Shares,2048891,Equity Shares,INNOMET,Buy
Market Purchase,ANUPAM TIBREWAL,2026-03-27,2026-03-30,6593724,27.22,6566724,27.11,Pushpa Jewellers Limited,2026-03-31,2026-03-31,Promoters,27000,Equity Shares,2775350,Equity Shares,PUSHPA,Buy
Market Purchase,DEBOJYOTI BANERJEE,2026-03-30,2026-03-30,1895379,67.14,1861779,65.95,Veritaas Advertising Limited,2026-03-31,2026-03-31,Promoters,33600,Equity Shares,1321920,Equity Shares,VERITAAS,Buy
Market Sale,Gaurang R Shah HUF,2026-03-27,2026-03-27,347169,3.38,348552,3.39,Kotyark Industries Limited,2026-03-31,2026-03-31,Promoter Group,1383,Equity Shares,562047,Equity Shares,KOTYARK,Sell
Market Sale,Rahul Sharma,2026-03-30,2026-03-30,27500,0.02,28500,0.02,Dr. Lal Path Labs Ltd.,2026-03-31,2026-03-31,Director,1000,Equity Shares,1302700,Equity Shares,LALPATHLAB,Sell
Market Purchase,SANJEEV SETHIA,2026-03-30,2026-03-30,1051850,2.12,1041500,2.1,Elin Electronics Limited,2026-03-31,2026-03-31,Promoters,10350,Equity Shares,997125,Equity Shares,ELIN,Buy
Market Purchase,Gaurav Gupta,2026-03-30,2026-03-30,11072476,57.18,11056476,57.1,Suntech Infra Solutions Limited,2026-03-31,2026-03-31,Promoters,16000,Equity Shares,512000,Equity Shares,SUNTECH,Buy
Market Purchase,Adventz Securities Enterprises Limited,2026-03-30,2026-03-30,4771406,3.75,4581867,3.6,Texmaco Infrastructure & Holdings Limited,2026-03-31,2026-03-31,Promoter Group,189539,Equity Shares,18224819,Equity Shares,TEXINFRA,Buy
Market Purchase,Adventz Securities Enterprises Limited,2026-03-27,2026-03-27,4581867,3.6,4221867,3.32,Texmaco Infrastructure & Holdings Limited,2026-03-31,2026-03-30,Promoter Group,360000,Equity Shares,35350020,Equity Shares,TEXINFRA,Buy
Market Purchase,Anuradha Kulkarni,2026-03-30,2026-03-30,105000,0.06,100000,0.06,Ravindra Energy Limited,2026-03-31,2026-03-30,Promoter Group,5000,Equity Shares,618404,Equity Shares,RELTD,Buy
Market Purchase,Anuradha Kulkarni,2026-03-30,2026-03-30,115000,0.06,105000,0.06,Ravindra Energy Limited,2026-03-31,2026-03-30,Promoter Group,10000,Equity Shares,1234717,Equity Shares,RELTD,Buy
Market Purchase,Brahma Suppliers Private Limited,2026-03-30,2026-03-30,35000000,33.1,34960000,33.07,Tiger Logistics (India) Limited,2026-03-31,2026-03-31,Promoter Group,40000,Equity Shares,987171,Equity Shares,TIGERLOGS,Buy
Market Purchase,Ravi Agrawal,2026-03-27,2026-03-30,9903353,46.97,9878268,46.85,Orissa Bengal Carrier Limited,2026-03-31,2026-03-31,Promoters,25085,Equity Shares,1407824,Equity Shares,OBCL,Buy
Market Purchase,Odd & Even Trades & Finance Limited,2026-03-30,2026-03-30,24388633,18.2,24330715,18.16,Maharashtra Seamless Limited,2026-03-31,2026-03-31,Promoter Group,57918,Equity Shares,32458213,Equity Shares,MAHSEAMLES,Buy
Market Sale,Saket Jindal,2026-03-30,2026-03-30,3940194,2.94,4348112,3.24,Maharashtra Seamless Limited,2026-03-31,2026-03-31,Promoters,407918,Equity Shares,228327682,Equity Shares,MAHSEAMLES,Sell
Market Purchase,Haryana Capfin Limited,2026-03-30,2026-03-30,6680490,4.98,6330490,4.72,Maharashtra Seamless Limited,2026-03-31,2026-03-31,Promoter Group,350000,Equity Shares,196097972,Equity Shares,MAHSEAMLES,Buy
Market Sale,KHANDEPAR INVESTMENTS PRIVATE LIMITED,2026-03-27,2026-03-30,59908844,33.54,61870666,34.64,Ravindra Energy Limited,2026-03-31,2026-03-31,Promoters,1961822,Equity Shares,244690343,Equity Shares,RELTD,Sell
Market Purchase,Shreevar Kheruka,2026-03-30,2026-03-30,2004324,1.43,1951747,1.39,BOROSIL RENEWABLES LIMITED,2026-03-31,2026-03-31,Promoters,52577,Equity Shares,20012277,Equity Shares,BORORENEW,Buy
Market Sale,TARUN DHIR (Partner of M/s Arun Enterprises),2026-03-30,2026-03-30,29937243,1.83,57966575,3.54,Rama Steel Tubes Limited,2026-03-31,2026-03-31,Promoter Group,28029332,Equity Shares,102881663,Equity Shares,RAMASTEEL,Sell
Market Purchase,Priyanka Finance Private Limited,2026-03-30,2026-03-30,1322665,4.65,1297665,4.56,Crest Ventures Limited,2026-03-31,2026-03-31,Promoter Group,25000,Equity Shares,7886638,Equity Shares,CREST,Buy
Market Purchase,NAHAR SPINNING MILLS LIMITED,2026-03-27,2026-03-30,4653650,18.93,4642134,18.88,Nahar Poly Films Limited,2026-03-31,2026-03-31,Promoter Group,11516,Equity Shares,2558608,Equity Shares,NAHARPOLY,Buy
Market Purchase,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,2026-03-27,2026-03-30,16966598,47.04,16948039,46.99,Nahar Spinning Mills Limited,2026-03-31,2026-03-31,Promoter Group,18559,Equity Shares,3762613,Equity Shares,NAHARSPING,Buy
Market Purchase,Mohak A Mehta,2026-03-27,2026-03-30,554376,5.51,549024,5.46,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,5352,Equity Shares,1238769,Equity Shares,DIAMINESQ,Buy
Market Purchase,Harsh A Mehta,2026-03-27,2026-03-30,563034,5.6,553834,5.51,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,9200,Equity Shares,2108281,Equity Shares,DIAMINESQ,Buy
Market Purchase,Pinakin Kantilal Patel,2026-03-27,2026-03-27,100916,1,99316,0.99,Diamines & Chemicals Limited,2026-03-31,2026-03-30,Promoters,1600,Equity Shares,352179,Equity Shares,DIAMINESQ,Buy
Market Purchase,Hima Pinakin Patel,2026-03-27,2026-03-27,1006,0.01,1000,0.01,Diamines & Chemicals Limited,2026-03-31,2026-03-30,Promoters,6,Equity Shares,1320,Equity Shares,DIAMINESQ,Buy
Market Purchase,Hima Pinakin Patel,2026-03-27,2026-03-27,1006,0.01,1000,0.01,Diamines & Chemicals Limited,2026-03-31,2026-03-30,Promoters,6,Equity Shares,1320,Equity Shares,DIAMINESQ,Buy
Market Purchase,Amit M Mehta,2026-03-27,2026-03-30,1371474,13.64,1359459,13.52,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,12015,Equity Shares,2754616,Equity Shares,DIAMINESQ,Buy
Market Purchase,Harsh A mehta,2026-03-27,2026-03-30,563034,5.6,553834,5.51,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,9200,Equity Shares,2108281,Equity Shares,DIAMINESQ,Buy
Market Purchase,Mohak A Mehta,2026-03-27,2026-03-30,554376,5.51,549024,5.46,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,5352,Equity Shares,1238769,Equity Shares,DIAMINESQ,Buy
Market Purchase,Cherry A Mehta,2026-03-27,2026-03-30,1161106,11.55,1150829,11.45,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,10277,Equity Shares,2336612,Equity Shares,DIAMINESQ,Buy
Market Purchase,Amit M Mehta,2026-03-27,2026-03-30,1371474,13.64,1359459,13.52,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,12015,Equity Shares,2754616,Equity Shares,DIAMINESQ,Buy
Market Purchase,Cherry A Mehta,2026-03-27,2026-03-30,1161106,11.55,1150829,11.45,Diamines & Chemicals Limited,2026-03-31,2026-03-31,Promoters,10277,Equity Shares,2336612,Equity Shares,DIAMINESQ,Buy
Market Purchase,Pinakin Kantilal Patel,2026-03-27,2026-03-27,100916,1,99316,0.99,Diamines & Chemicals Limited,2026-03-31,2026-03-30,Promoters,1600,Equity Shares,352179,Equity Shares,DIAMINESQ,Buy
Market Purchase,NAVIN CHAND SUCHANTI,2026-03-27,2026-03-30,3368211,6.57,3307366,6.45,Sinclairs Hotels Limited,2026-03-31,2026-03-31,Promoters,60845,Equity Shares,4441720,Equity Shares,SINCLAIR,Buy
Market Purchase,Horizon Impex Pvt Ltd,2026-03-30,2026-03-30,47541119,30.49,47486119,30.45,WESTLIFE FOODWORLD LIMITED,2026-03-31,2026-03-31,Promoters,55000,Equity Shares,24164390,Equity Shares,WESTLIFE,Buy
Market Purchase,Horizon Impex Pvt Ltd,2026-03-25,2026-03-27,47486119,30.45,47439734,30.42,WESTLIFE FOODWORLD LIMITED,2026-03-31,2026-03-30,Promoters,46385,Equity Shares,20326541,Equity Shares,WESTLIFE,Buy
Market Purchase,Charu Jora,2026-03-30,2026-03-30,14400,0.08,Nil,0,Exim Routes Limited,2026-03-31,2026-03-31,Promoter Group,14400,Equity Shares,1876800,Equity Shares,EXIMROUTES,Buy
Market Purchase,ANITA RAI,,,11902170,18.45,11872170,18.4,Kross Limited,2026-03-31,,Director,30000,Equity Shares,4789500,Equity Shares,KROSS,Buy
Market Purchase,POWER MECH INFRA PRIVATE LIMITED,2026-03-30,2026-03-30,216186,0.68,188186,0.6,Power Mech Projects Limited,2026-03-31,2026-03-31,Promoter Group,28000,Equity Shares,49159376,Equity Shares,POWERMECH,Buy
Market Purchase,M. Rajiv Kumar,2026-03-19,2026-03-30,500,0,Nil,0,Power Mech Projects Limited,2026-03-31,2026-03-31,Director,500,Equity Shares,1092413,Equity Shares,POWERMECH,Buy
Market Purchase,MRIDUL TIBREWAL,2026-03-25,2026-03-27,11008783,45.45,10944783,45.18,Pushpa Jewellers Limited,2026-03-31,2026-03-30,Promoters,64000,Equity Shares,6254450,Equity Shares,PUSHPA,Buy
Market Purchase,Hindcon Solutions Pvt Ltd,2026-03-30,2026-03-30,12664921,24.74,12639921,24.69,Hindcon Chemicals Limited,2026-03-31,2026-03-31,Promoters,25000,Equity Shares,419813,Equity Shares,HINDCON,Buy
Market Purchase,Zuari Maroc Phosphates Pvt Ltd,2026-03-30,2026-03-30,522506697,50.33,522331697,50.31,Paradeep Phosphates Limited,2026-03-31,2026-03-31,Promoters,175000,Equity Shares,19052250,Equity Shares,PARADEEP,Buy
Market Purchase,BHAMINI INFRASTRUCTURE PRIVATE LIMITED,2026-03-30,2026-03-30,533900,2.87,528900,2.84,Rachana Infrastructure Limited,2026-03-31,2026-03-31,Promoter Group,5000,Equity Shares,176700,Equity Shares,RILINFRA,Buy
Market Purchase,Nirmal V. Shah,2026-03-30,2026-03-30,6994013,26,6991413,25.99,Chembond Chemicals Limited,2026-03-31,2026-03-30,Promoters,2600,Equity Shares,279500,Equity Shares,CHEMBONDCH,Buy
Market Purchase,Nirmal V. Shah,2026-03-30,2026-03-30,6996413,26.01,6994013,26,Chembond Chemicals Limited,2026-03-31,2026-03-30,Promoters,2400,Equity Shares,256656,Equity Shares,CHEMBONDCH,Buy
Market Purchase,GIRISHKUMAR OCHCHHAVLAL RAVAL,2026-03-30,2026-03-30,6133081,32.96,6130781,32.95,Rachana Infrastructure Limited,2026-03-31,2026-03-31,Promoters,2300,Equity Shares,82340,Equity Shares,RILINFRA,Buy
Market Purchase,Rajinder Mittal,2026-03-27,2026-03-27,44770912,15.16,44625912,15.11,Bcl Industries Limited,2026-03-31,2026-03-30,Promoters,145000,Equity Shares,3918286,Equity Shares,BCLIND,Buy
Market Sale,GOMOTO TEXTILES PRIVATE LIMITED,2026-03-25,2026-03-27,1590400,6.26,1760400,6.93,Swaraj Suiting Limited,2026-03-30,2026-03-30,Promoter Group,170000,Equity Shares,47479275,Equity Shares,SWARAJ,Sell
Market Purchase,GVL INVESTMENTS PVT. LTD.,2026-03-25,2026-03-25,9100000,0.09,Nil,0,GMR AIRPORTS LIMITED,2026-03-30,2026-03-27,Promoter Group,9100000,Equity Shares,844986371,Equity Shares,GMRAIRPORT,Buy
Market Purchase,GVL INVESTMENTS PVT. LTD.,2026-03-30,2026-03-30,97300000,0.92,9100000,0.09,GMR AIRPORTS LIMITED,2026-03-30,2026-03-30,Promoter Group,88200000,Equity Shares,7563669452,Equity Shares,GMRAIRPORT,Buy
Market Purchase,Maharashtra Scooters Limited,2026-03-25,2026-03-25,189991600,3.05,189746600,3.05,Bajaj Finance Limited,2026-03-30,2026-03-26,Promoter Group,245000,Equity Shares,215785588,Equity Shares,BAJFINANCE,Buy
Market Purchase,Authum Investment & Infrastructure Limited,2026-03-30,2026-03-30,10515736,44,10435736,43.66,Prataap Snacks Limited,2026-03-30,2026-03-30,Promoters,80000,Equity Shares,80680800,Equity Shares,DIAMONDYD,Buy
Market Purchase,IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited),2026-03-30,2026-03-30,1809385550,29.96,1806923150,29.92,IRB Infrastructure Developers Limited,2026-03-30,2026-03-30,Promoter Group,2462400,Equity Shares,54443172,Equity Shares,IRB,Buy
Market Purchase,IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited),2026-03-27,2026-03-27,1806923150,29.92,1805723150,29.9,IRB Infrastructure Developers Limited,2026-03-30,2026-03-30,Promoter Group,1200000,Equity Shares,49372920,Equity Shares,IRB,Buy
Market Purchase,Brahma Suppliers Private Limited,2026-03-27,2026-03-27,34960000,33.07,34890000,33,Tiger Logistics (India) Limited,2026-03-30,2026-03-30,Promoter Group,70000,Equity Shares,1769575,Equity Shares,TIGERLOGS,Buy
Market Purchase,T.T. BRANDS LIMITED,2026-03-30,2026-03-30,88962138,34.43,88814138,34.38,T T Limited,2026-03-30,2026-03-30,Promoter Group,148000,Equity Shares,1242278,Equity Shares,TTL,Buy
Market Purchase,Sandip Somany,2026-03-27,2026-03-27,5647731,8.72,5597731,8.65,AGI Greenpac Limited,2026-03-30,2026-03-30,Promoters,50000,Equity Shares,24662460,Equity Shares,AGI,Buy
Market Sale,Onkar Shetye,2026-03-30,2026-03-30,15177,0.02,22677,0.03,Aurum PropTech Limited,2026-03-30,2026-03-30,Director,7500,Equity Shares,1179750,Equity Shares,AURUM,Sell
Market Sale,Onkar Shetye,2026-03-30,2026-03-30,15177,0.02,22677,0.03,Aurum PropTech Limited,2026-03-30,2026-03-30,Director,7500,Equity Shares,1179750,Equity Shares,AURUM,Sell
Market Sale,Onkar Shetye,2026-03-25,2026-03-25,22677,0.03,27677,0.04,Aurum PropTech Limited,2026-03-30,2026-03-30,Director,5000,Equity Shares,860000,Equity Shares,AURUM,Sell
Market Sale,Onkar Shetye,2026-03-25,2026-03-25,22677,0.03,27677,0.04,Aurum PropTech Limited,2026-03-30,2026-03-30,Director,5000,Equity Shares,860000,Equity Shares,AURUM,Sell
Market Purchase,Riyaz Ganji,2026-03-27,2026-03-27,4301290,16.33,4261290,16.18,Libas Consumer Products Limited,2026-03-30,2026-03-30,Promoters,40000,Equity Shares,400071,Equity Shares,LIBAS,Buy
Market Purchase,GENESIS EXPORTS PRIVATE LIMITED,2026-03-27,2026-03-27,52100000,46.94,52075000,46.91,La Opala RG Limited,2026-03-30,2026-03-30,Promoters,25000,Equity Shares,4372902,Equity Shares,LAOPALA,Buy
Market Purchase,JSL OVERSEAS HOLDING LTD,2026-03-25,2026-03-27,141181572,17.12,140747269,17.07,Jindal Stainless Limited,2026-03-30,2026-03-30,Promoter Group,434303,Equity Shares,313328474,Equity Shares,JSL,Buy
Market Purchase,KIRAN PODDAR,2026-03-27,2026-03-27,83727,0.19,74659,0.17,Mayur Uniquoters Ltd,2026-03-30,2026-03-29,Promoters,9068,Equity Shares,4669543,Equity Shares,MAYURUNIQ,Buy
Market Purchase,Mr. Ajay Mian,2026-03-27,2026-03-27,9957872,49.31,9956272,49.3,All E Technologies Limited,2026-03-30,2026-03-27,Promoters,1600,Equity Shares,213360,Equity Shares,ALLETEC,Buy
Market Sale,Gaurang R Shah HUF,2026-03-25,2026-03-25,348552,3.39,459200,4.47,Kotyark Industries Limited,2026-03-30,2026-03-27,Promoter Group,110648,Equity Shares,44258983,Equity Shares,KOTYARK,Sell
Market Purchase,BHUSHAN NEMLEKAR,2026-03-30,2026-03-30,5539880,11.58,5508380,11.51,Sumit Woods Limited,2026-03-30,2026-03-30,Promoters,31500,Equity Shares,1495935,Equity Shares,SUMIT,Buy
Market Purchase,Chetan Navnitlal Shah,2026-03-27,2026-03-27,6627767,6.94,6547767,6.85,Ashapura Minechem Limited,2026-03-30,2026-03-27,Promoters,80000,Equity Shares,38887328,Equity Shares,ASHAPURMIN,Buy
Market Sale,KURJIBHAI PREMJIBHAI RUPARELIYA,2026-02-27,2026-03-27,148002746,58.33,150002370,59.12,Aqylon Nexus Limited,2026-03-30,2026-03-28,Promoters,1999624,Equity Shares,106280015,Equity Shares,AQYLON,Sell
Market Sale,Abhishek Asit Javeri,2026-03-27,2026-03-27,820726377,27.68,894526377,30.17,Sadhana Nitrochem Limited,2026-03-30,2026-03-30,Promoters,73800000,Equity Shares,95940000,Equity Shares,SADHNANIQ,Sell
Market Sale,Asit Dhankumar Javeri,2026-03-27,2026-03-27,859420870,28.99,932119734,31.44,Sadhana Nitrochem Limited,2026-03-30,2026-03-30,Promoters,72698864,Equity Shares,94508523,Equity Shares,SADHNANIQ,Sell
Market Purchase,M/s Kewal Kiran Finance Private Limited,2026-03-27,2026-03-30,43476,0.07,34475,0.06,Kewal Kiran Clothing Limited,2026-03-30,2026-03-30,Promoter Group,9001,Equity Shares,3976118,Equity Shares,KKCL,Buy
Market Purchase,Manish Jain,2026-03-27,2026-03-27,48931000,27.88,48831000,27.82,Enviro Infra Engineers Limited,2026-03-30,2026-03-30,Promoters,100000,Equity Shares,14175000,Equity Shares,EIEL,Buy
Market Sale,Ashapura Industrial Finance Limited,2026-03-27,2026-03-27,16955819,17.75,17035819,17.83,Ashapura Minechem Limited,2026-03-30,2026-03-27,Promoter Group,80000,Equity Shares,38884896,Equity Shares,ASHAPURMIN,Sell
Market Purchase,Anil Kumara Dasa Nagaraju,2026-03-25,2026-03-25,7468366,52.69,7456366,52.61,Srivasavi Adhesive Tapes Limited,2026-03-30,2026-03-27,Promoters,12000,Equity Shares,543250,Equity Shares,SRIVASAVI,Buy
Market Purchase,RISHIL PATEL,2026-03-24,2026-03-25,399960,2.65,397000,2.63,Arrow Greentech Limited,2026-03-30,2026-03-30,Promoter Group,2960,Equity Shares,1143556,Equity Shares,ARROWGREEN,Buy
Market Purchase,SURENDRA SAI NALLAMALLI,2026-03-30,2026-03-30,764500,0.21,469325,0.13,Best Agrolife Limited,2026-03-30,2026-03-30,Director,295175,Equity Shares,4073606,Equity Shares,BESTAGRO,Buy
Market Purchase,Ishika Shalil Shroff,2026-03-27,2026-03-27,30394,0.25,27894,0.23,Punjab Chemicals & Crop Protection Limited,2026-03-30,2026-03-30,Promoter Group,2500,Equity Shares,2514900,Equity Shares,PUNJABCHEM,Buy
Market Purchase,Authum Investment & Infrastructure Limited,2026-03-27,2026-03-27,10435736,43.66,10275736,42.99,Prataap Snacks Limited,2026-03-30,2026-03-30,Promoters,160000,Equity Shares,143700800,Equity Shares,DIAMONDYD,Buy
Market Purchase,Adventz Securities Enterprises Limited,2026-03-25,2026-03-25,4221867,3.32,4084520,3.21,Texmaco Infrastructure & Holdings Limited,2026-03-30,2026-03-27,Promoter Group,137347,Equity Shares,13213523,Equity Shares,TEXINFRA,Buy
Market Purchase,Ravi Todi,2026-03-25,2026-03-25,50000,0.04,Nil,0,Texmaco Infrastructure & Holdings Limited,2026-03-30,2026-03-27,Director,50000,Equity Shares,4917402,Equity Shares,TEXINFRA,Buy
Market Sale,DEEPAK KUMAR SINGAL,2026-03-27,2026-03-27,30169517,64.77,30385970,65.23,Deepak Builders & Engineers India Limited,2026-03-30,2026-03-28,Promoters,216453,Equity Shares,13470620,Equity Shares,DBEIL,Sell
Market Purchase,BADRINATH INDUSTRIES LIMITED,2026-03-27,2026-03-27,3146071,0.51,1137246,0.18,Electrosteel Castings Limited,2026-03-30,2026-03-30,Promoter Group,2008825,Equity Shares,160679637,Equity Shares,ELECTCAST,Buy
Market Sale,P.P. FURNITURE  PRIVATE LIMITED,2026-03-27,2026-03-27,1372000,12.34,1377000,12.38,Parin Enterprises Limited,2026-03-30,2026-03-27,Promoter Group,5000,Equity Shares,2925000,Equity Shares,PARIN,Sell
Market Purchase,Perfect Communications Private Limited,2026-03-27,2026-03-27,21274613,4.26,20341543,4.07,Gateway Distriparks Limited,2026-03-30,2026-03-30,Promoter Group,933070,Equity Shares,50545802,Equity Shares,GATEWAY,Buy
Market Purchase,Kakatiya Industries (P) Ltd,2026-03-27,2026-03-27,605572,1.34,598672,1.32,NCL Industries Limited,2026-03-30,2026-03-28,Promoter Group,6900,Equity Shares,1120836,Equity Shares,NCLIND,Buy
Market Purchase,Brij Rattan Bagri,2026-03-27,2026-03-27,24195548,45.77,24030548,45.46,BLB Limited,2026-03-30,2026-03-29,Promoters,165000,Equity Shares,2633911,Equity Shares,BLBLIMITED,Buy
Market Purchase,Opalforce Software India Limited,2026-03-01,2026-03-30,122300,0.94,90300,0.69,S A Tech Software India Limited,2026-03-30,2026-03-30,Promoter Group,32000,Equity Shares,1200000,Equity Shares,SATECH,Buy
Market Purchase,Neelabh Dalmia,2026-03-25,2026-03-25,125401,0.14,124001,0.13,GHCL Limited,2026-03-30,2026-03-27,Promoters,1400,Equity Shares,633817,Equity Shares,GHCL,Buy
Market Purchase,Premier Polyplast And Processors Limited,2026-03-27,2026-03-27,14405177,13.75,14179941,13.54,Premier Polyfilm Limited,2026-03-30,2026-03-30,Promoter Group,225236,Equity Shares,13830391,Equity Shares,PREMIERPOL,Buy
Market Sale,Maheshbhai Naranbhai Patel,2026-03-27,2026-03-27,261850,2.12,267850,2.17,Magson Retail And Distribution Limited,2026-03-30,2026-03-29,Promoter Group,6000,Equity Shares,868020,Equity Shares,MAGSON,Sell
Market Purchase,Manish Goyal,2026-03-27,2026-03-27,8768092,46.76,8750492,46.66,Exim Routes Limited,2026-03-29,2026-03-28,Promoters,17600,Equity Shares,2325760,Equity Shares,EXIMROUTES,Buy
Market Purchase,Neelabh Dalmia,2026-03-25,2026-03-25,172751,0.18,168651,0.18,Ghcl Textiles Limited,2026-03-29,2026-03-27,Promoters,4100,Equity Shares,296216,Equity Shares,GHCLTEXTIL,Buy
Market Purchase,Jai Gunwantraj Singhvi,2026-03-27,2026-03-27,23182889,22.68,22982889,22.49,Euro Pratik Sales Limited,2026-03-28,2026-03-28,Promoters,200000,Equity Shares,47944000,Equity Shares,EUROPRATIK,Buy
Market Purchase,Pratik Gunwantraj Singhvi,2026-03-27,2026-03-27,23182888,22.68,22982888,22.49,Euro Pratik Sales Limited,2026-03-28,2026-03-28,Promoters,200000,Equity Shares,47958000,Equity Shares,EUROPRATIK,Buy
